Accident ID,Date,Time,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
87a7d60c,12/30/23,2:55,"Mumbai, India",12.908326,12.78473,Snow,Wet,3,4,Speeding
5c13e1cf,6/15/24,18:22,"New York, USA",-43.309388,123.920703,Rain,Wet,2,7,Speeding
16dfd1cb,2/24/23,11:26,"Sydney, Australia",47.353703,31.749694,Hail,Gravel,5,1,Distracted Driving
6b1fb7f5,12/18/24,7:56,"Tokyo, Japan",62.648861,105.782469,Storm,Wet,3,2,Reckless Driving
a91e4d14,2/9/23,10:45,"Toronto, Canada",-26.55793,16.954331,Clear,Under Construction,2,7,Mechanical Failure
4b038c7e,10/27/23,14:43,"Sydney, Australia",25.233653,-86.568025,Fog,Dry,1,7,Drunk Driving
c6cff5d4,3/23/23,17:18,"Berlin, Germany",14.193054,139.746888,Rain,Wet,2,1,Speeding
f8417826,11/8/23,9:26,"Paris, France",52.866162,-120.449418,Clear,Under Construction,4,0,Drunk Driving
cad4e400,4/10/24,19:10,"Berlin, Germany",-35.26566,-68.837364,Storm,Under Construction,5,8,Weather Conditions
4.39E+297,1/26/24,16:16,"Sydney, Australia",-55.87586,-126.083154,Snow,Dry,3,4,Drunk Driving
d5bf0c23,1/27/24,0:47,"Mumbai, India",17.31922,-138.966886,Storm,Under Construction,2,7,Distracted Driving
44b144cb,3/28/24,21:15,"Sydney, Australia",-23.055123,-68.530388,Clear,Dry,2,7,Weather Conditions
74cd16d5,6/16/24,21:31,"Paris, France",40.768042,13.998825,Fog,Under Construction,3,2,Speeding
c727297c,3/26/23,9:02,"Sydney, Australia",54.176484,-114.90265,Rain,Under Construction,5,10,Speeding
049e2d30,8/3/24,16:03,"Mumbai, India",71.703527,112.625441,Clear,Under Construction,1,9,Mechanical Failure
03a40f78,5/20/24,17:41,"London, UK",66.984649,-5.122786,Hail,Gravel,5,1,Drunk Driving
f7a69d16,6/2/24,0:20,"Berlin, Germany",-13.649513,150.115493,Snow,Gravel,3,9,Reckless Driving
12bb5357,11/24/23,8:46,"Sydney, Australia",31.312211,-125.097552,Hail,Icy,5,8,Weather Conditions
4c63ee61,9/1/24,8:52,"Paris, France",38.434218,32.067759,Storm,Snowy,3,2,Drunk Driving
70d12b70,3/16/23,9:03,"Tokyo, Japan",-9.72898,179.876626,Rain,Wet,1,8,Mechanical Failure
e13c9cce,3/2/23,18:45,"Mumbai, India",-83.770273,-23.215888,Hail,Icy,3,5,Distracted Driving
6fc533a5,6/8/24,21:01,"London, UK",-64.87671,49.172748,Hail,Dry,2,7,Mechanical Failure
b178e244,12/12/23,20:06,"London, UK",-18.431174,91.14868,Clear,Snowy,3,10,Drunk Driving
1881b90e,8/16/23,18:01,"Tokyo, Japan",-68.081392,142.458925,Fog,Wet,4,1,Mechanical Failure
314738cb,9/2/24,9:01,"London, UK",-15.615293,15.301679,Snow,Snowy,4,3,Mechanical Failure
05a195db,6/23/23,18:55,"Berlin, Germany",68.577089,122.917857,Fog,Gravel,4,0,Reckless Driving
38586a30,1/3/23,21:38,"London, UK",-54.923018,84.497669,Rain,Wet,4,2,Drunk Driving
41a54b32,5/7/23,10:02,"Paris, France",-28.557272,30.692383,Fog,Snowy,3,5,Reckless Driving
8edb8e7d,8/20/23,23:54,"Toronto, Canada",-84.046501,148.507449,Storm,Wet,2,4,Distracted Driving
6c6d501b,2/8/24,17:25,"New York, USA",-51.682041,-61.109152,Snow,Dry,3,9,Speeding
ca312309,1/28/23,9:47,"London, UK",-9.041185,91.1793,Snow,Snowy,3,3,Drunk Driving
30acbae5,10/27/23,4:32,"Toronto, Canada",74.69038,17.086562,Clear,Dry,5,8,Mechanical Failure
21d20911,9/13/23,8:12,"Toronto, Canada",6.319439,-129.15931,Hail,Snowy,2,7,Mechanical Failure
91bfb729,5/2/23,0:52,"Toronto, Canada",-83.227586,-176.828986,Storm,Icy,1,5,Drunk Driving
d5556b52,11/3/23,1:36,"Mumbai, India",49.478914,56.044525,Fog,Icy,4,0,Drunk Driving
c5fed8e1,2/25/24,10:10,"London, UK",30.225492,-54.69358,Snow,Dry,5,5,Distracted Driving
8a7b5261,8/9/24,17:54,"New York, USA",33.795512,-46.931173,Snow,Under Construction,2,6,Weather Conditions
b6fb165c,3/28/23,10:49,"Tokyo, Japan",-61.652954,-106.532353,Storm,Wet,3,2,Distracted Driving
758222f8,4/11/23,18:29,"Mumbai, India",22.479559,-81.429098,Storm,Dry,2,7,Mechanical Failure
afb3dfff,2/9/24,19:43,"Mumbai, India",60.508639,37.09055,Rain,Gravel,4,9,Weather Conditions
dc0d7227,7/27/24,17:16,"Tokyo, Japan",39.868321,3.754151,Storm,Dry,2,8,Speeding
2409af11,4/8/23,17:58,"New York, USA",69.56418,2.309381,Hail,Under Construction,1,10,Drunk Driving
381f1c34,7/10/23,22:19,"Berlin, Germany",-19.448141,-93.023087,Storm,Gravel,2,10,Drunk Driving
a1320dd4,10/22/23,15:55,"New York, USA",-72.552791,19.915574,Snow,Dry,3,2,Distracted Driving
f8a88994,7/9/23,10:47,"London, UK",2.426379,0.164555,Storm,Wet,2,9,Speeding
a7e1bf20,2/10/23,16:37,"Beijing, China",39.209387,-21.828878,Hail,Icy,2,5,Weather Conditions
d689995a,12/2/23,11:09,"Berlin, Germany",30.112253,-29.760677,Fog,Snowy,5,7,Mechanical Failure
087d7605,12/9/24,6:57,"Tokyo, Japan",9.683135,65.516646,Clear,Snowy,3,4,Distracted Driving
6a0ab64a,4/22/23,10:58,"Paris, France",-15.662394,-162.592001,Clear,Dry,2,2,Distracted Driving
4ea978ed,10/8/24,9:11,"New York, USA",8.663917,134.546645,Rain,Dry,2,1,Mechanical Failure
d1731a5f,4/7/23,1:38,"Tokyo, Japan",21.165486,32.882417,Fog,Dry,2,2,Weather Conditions
593a4c1e,11/11/24,13:33,"New York, USA",-45.610191,-12.169456,Fog,Icy,5,8,Weather Conditions
330c8509,1/9/23,0:31,"New York, USA",79.530148,-59.615911,Clear,Icy,3,7,Reckless Driving
6885cb47,11/11/23,23:36,"Berlin, Germany",42.058667,-83.901025,Snow,Gravel,3,0,Weather Conditions
401fe921,6/7/23,8:59,"Tokyo, Japan",-28.381213,176.522079,Fog,Snowy,1,9,Reckless Driving
8220dfd9,7/15/24,22:20,"New York, USA",-15.253409,119.763564,Clear,Dry,4,5,Speeding
e490e650,1/12/23,13:52,"Paris, France",-71.981979,-177.312968,Fog,Gravel,2,4,Reckless Driving
db6420ed,11/8/24,17:19,"London, UK",1.129755,-96.375383,Storm,Icy,5,0,Speeding
d2870ec2,7/27/24,5:42,"Berlin, Germany",2.570807,23.427312,Hail,Under Construction,3,9,Distracted Driving
70ee7e66,11/9/23,15:55,"Mumbai, India",11.252368,-32.258512,Hail,Under Construction,2,1,Distracted Driving
7d2d9bff,11/5/24,2:18,"Sydney, Australia",-75.836796,62.992222,Snow,Wet,5,1,Weather Conditions
bff57fad,11/3/23,22:41,"Tokyo, Japan",44.585044,156.887647,Fog,Icy,2,8,Distracted Driving
ca169733,2/19/23,0:22,"Tokyo, Japan",-28.360915,-77.557839,Snow,Gravel,2,9,Reckless Driving
635685f6,4/19/24,4:22,"New York, USA",-70.090969,45.937526,Snow,Gravel,4,5,Distracted Driving
f52d3197,10/15/24,18:48,"Toronto, Canada",87.333268,30.884588,Hail,Dry,2,9,Reckless Driving
e3a8d816,10/4/23,3:11,"New York, USA",-14.29231,-175.16954,Storm,Snowy,1,8,Speeding
23f7e4c0,12/3/24,23:25,"Berlin, Germany",-66.097164,88.736935,Storm,Snowy,2,8,Drunk Driving
9e199624,11/17/23,19:53,"Tokyo, Japan",-5.135222,113.156102,Fog,Dry,2,9,Weather Conditions
e5e7b132,8/1/24,15:26,"Mumbai, India",-52.775008,91.073071,Rain,Snowy,1,6,Speeding
811cfb90,3/14/23,4:37,"Tokyo, Japan",29.919962,-68.92319,Storm,Icy,4,5,Reckless Driving
0b23884d,9/18/23,12:06,"Beijing, China",-86.132674,42.168197,Fog,Dry,4,4,Mechanical Failure
38fbf44b,10/20/23,6:03,"Toronto, Canada",-37.542381,26.298987,Storm,Dry,1,9,Reckless Driving
7666d6b8,12/3/24,12:16,"New York, USA",-5.931139,-109.514448,Storm,Gravel,5,2,Reckless Driving
7820a1b2,4/1/24,4:03,"Beijing, China",17.529477,133.402006,Fog,Gravel,5,8,Reckless Driving
14596999,10/25/24,8:02,"Paris, France",-43.418659,1.440474,Hail,Under Construction,4,8,Mechanical Failure
71f5932b,6/29/23,17:48,"Paris, France",1.391447,-157.830743,Fog,Under Construction,5,4,Speeding
e2de931e,5/9/24,2:07,"London, UK",46.937359,128.051081,Clear,Dry,4,2,Drunk Driving
d905d744,6/14/23,5:04,"Paris, France",3.635219,-176.633688,Rain,Icy,3,8,Drunk Driving
6e70c56d,4/26/23,22:29,"Toronto, Canada",-51.917861,-155.786503,Hail,Icy,5,9,Speeding
411386d2,2/16/24,9:11,"Mumbai, India",-34.687541,7.036409,Storm,Wet,4,7,Mechanical Failure
c12a3b1a,11/5/24,1:19,"Tokyo, Japan",-42.789201,161.261218,Clear,Icy,3,4,Mechanical Failure
d7015470,12/30/23,22:38,"Paris, France",62.828872,-61.92436,Hail,Dry,2,0,Weather Conditions
2189eb92,10/25/24,19:47,"Berlin, Germany",-68.819006,-143.401884,Fog,Icy,1,10,Weather Conditions
9fcb8fb9,12/25/24,21:46,"Sydney, Australia",63.258442,-117.569801,Hail,Snowy,2,7,Reckless Driving
2f876c91,5/29/24,10:15,"Sydney, Australia",0.968803,67.041696,Hail,Dry,5,1,Weather Conditions
95507c52,1/31/24,1:57,"Berlin, Germany",-33.810204,38.285681,Hail,Snowy,5,10,Speeding
6c2e8f90,7/25/23,1:07,"New York, USA",-40.654126,169.02251,Rain,Gravel,1,0,Mechanical Failure
3a59883d,9/28/23,0:44,"Toronto, Canada",21.923582,-105.348578,Storm,Dry,2,5,Drunk Driving
77ac1e15,5/12/23,20:41,"Mumbai, India",-0.702426,-25.597612,Fog,Under Construction,5,4,Mechanical Failure
a824c4d8,12/11/24,19:35,"Tokyo, Japan",17.491978,176.712862,Storm,Dry,1,7,Reckless Driving
00146d55,4/3/24,17:53,"London, UK",74.16936,156.055569,Snow,Wet,5,5,Drunk Driving
f209c09d,4/4/24,15:40,"Mumbai, India",56.782985,-58.906039,Snow,Snowy,5,8,Speeding
9985d98a,11/5/24,17:11,"Mumbai, India",-45.220968,-22.253985,Rain,Snowy,5,9,Speeding
1a2d9084,8/21/24,5:41,"London, UK",48.749044,138.954052,Fog,Dry,4,10,Speeding
d4491285,12/29/24,8:18,"Tokyo, Japan",13.695224,134.080428,Hail,Gravel,3,0,Speeding
683c15ea,11/24/23,5:39,"Beijing, China",4.294223,-83.100677,Storm,Under Construction,3,1,Drunk Driving
57fde598,7/22/24,3:35,"Sydney, Australia",-33.30571,118.292885,Storm,Wet,4,3,Drunk Driving
5d362729,3/8/23,23:32,"Toronto, Canada",-38.874652,150.705581,Hail,Icy,2,3,Weather Conditions
8ed921c7,9/28/23,15:55,"Toronto, Canada",-18.836487,-80.216922,Snow,Wet,1,4,Reckless Driving
8d10b29d,1/7/23,2:56,"Tokyo, Japan",72.832873,68.128264,Rain,Wet,4,9,Mechanical Failure
8172c411,10/29/23,16:23,"Tokyo, Japan",8.019898,-176.496368,Clear,Wet,3,4,Reckless Driving
30a79a45,11/15/23,18:14,"Paris, France",22.840634,-27.375666,Clear,Snowy,5,2,Mechanical Failure
86e5f2e2,4/2/24,16:05,"Paris, France",23.844849,-116.798218,Storm,Snowy,1,0,Speeding
45a9fe4e,9/28/23,2:12,"Toronto, Canada",-25.416718,-130.113714,Snow,Wet,1,8,Mechanical Failure
3c255337,12/10/24,15:51,"Beijing, China",-9.044535,-71.244714,Fog,Wet,3,10,Speeding
25f7d82b,3/8/24,5:52,"Paris, France",-9.675722,103.164494,Rain,Wet,4,8,Weather Conditions
7c1cc26c,7/16/24,11:49,"Toronto, Canada",-18.216108,-109.003754,Snow,Under Construction,4,1,Mechanical Failure
ee3dd8a6,9/19/24,17:28,"Mumbai, India",-75.33952,108.7529,Hail,Dry,5,6,Weather Conditions
f14a5c23,7/10/23,9:10,"New York, USA",79.630823,79.549155,Hail,Icy,5,7,Weather Conditions
750dda46,2/11/24,12:49,"Sydney, Australia",52.628787,86.393767,Storm,Wet,1,4,Speeding
32c72c97,1/26/24,14:03,"Beijing, China",-8.202029,56.257807,Rain,Icy,2,4,Drunk Driving
7c4564b1,10/21/23,9:16,"Sydney, Australia",-77.555869,-18.26301,Rain,Wet,1,5,Distracted Driving
a4294041,7/31/23,17:26,"Berlin, Germany",4.384443,68.561513,Fog,Under Construction,3,10,Mechanical Failure
c39aabd1,11/10/24,6:30,"New York, USA",51.245334,-84.178453,Storm,Icy,2,4,Distracted Driving
83cd80b9,6/23/23,6:24,"Tokyo, Japan",20.200102,-26.879853,Hail,Snowy,4,9,Speeding
08a64b12,11/10/23,17:55,"Tokyo, Japan",48.705163,147.432124,Snow,Dry,1,9,Speeding
d5fa1577,8/9/24,22:38,"Beijing, China",71.119573,117.161203,Hail,Icy,5,6,Distracted Driving
97dbb316,9/24/23,23:42,"London, UK",46.673472,-131.633108,Snow,Snowy,3,0,Speeding
dfee08b1,9/15/23,17:09,"Paris, France",-69.410813,109.661902,Hail,Under Construction,4,6,Drunk Driving
116fe51c,5/11/24,5:03,"Mumbai, India",52.692478,113.947709,Snow,Under Construction,1,3,Reckless Driving
300dc7ae,3/24/23,3:49,"Berlin, Germany",-61.507008,60.06858,Snow,Wet,3,2,Weather Conditions
f4907b07,11/22/23,11:09,"Toronto, Canada",36.33365,82.491696,Fog,Gravel,3,1,Drunk Driving
73d4af40,8/17/24,19:15,"Beijing, China",64.646695,-91.580169,Rain,Snowy,2,7,Distracted Driving
67ac8c33,6/29/24,9:35,"Beijing, China",65.401748,-135.023156,Hail,Gravel,4,10,Speeding
8c1f2a63,12/5/23,16:02,"London, UK",81.852219,-33.366054,Hail,Under Construction,4,6,Mechanical Failure
de745276,7/14/23,12:29,"Berlin, Germany",10.156254,47.708333,Storm,Snowy,3,7,Reckless Driving
92d558d5,9/11/24,0:56,"Sydney, Australia",5.958365,103.761783,Clear,Snowy,4,4,Weather Conditions
c5eaff52,8/21/23,11:10,"London, UK",74.23725,115.946294,Fog,Dry,5,2,Drunk Driving
ead37842,2/27/24,17:24,"Beijing, China",64.442307,-91.842412,Clear,Wet,2,8,Reckless Driving
9a0b8235,9/16/23,17:21,"Berlin, Germany",-4.113029,36.975034,Hail,Snowy,5,0,Reckless Driving
bc682385,1/24/24,21:16,"Beijing, China",-54.396033,-59.761713,Snow,Under Construction,1,8,Weather Conditions
ff36a9d5,12/7/24,2:00,"Mumbai, India",9.03302,-105.260932,Hail,Snowy,5,4,Speeding
8f000e7c,8/13/24,1:47,"New York, USA",44.440505,119.827511,Rain,Wet,4,6,Weather Conditions
14755be7,3/5/24,4:53,"Toronto, Canada",-23.248244,134.556636,Hail,Gravel,4,8,Distracted Driving
ea03d7a1,5/23/24,11:21,"Mumbai, India",67.673229,174.022566,Fog,Dry,5,2,Weather Conditions
e77362ea,5/9/23,19:40,"London, UK",-88.406491,83.280964,Snow,Gravel,3,8,Distracted Driving
f690cb4f,5/30/23,8:19,"Tokyo, Japan",76.923355,161.48988,Storm,Under Construction,2,0,Drunk Driving
6f13f6d0,4/27/24,15:30,"Paris, France",-4.757736,-103.436755,Clear,Snowy,3,1,Reckless Driving
a4157933,9/28/23,13:46,"Paris, France",31.806222,47.199098,Rain,Gravel,2,7,Speeding
0e7ba157,5/11/23,21:20,"Mumbai, India",-39.142861,-128.584792,Clear,Gravel,1,5,Distracted Driving
60fa3f2b,12/27/23,6:23,"London, UK",19.385466,9.057186,Clear,Snowy,2,2,Reckless Driving
92a5d2aa,10/28/23,6:13,"Toronto, Canada",-31.245567,-39.055342,Rain,Icy,3,4,Reckless Driving
dd7d71f3,8/3/23,0:30,"Paris, France",48.974226,172.283175,Snow,Dry,2,9,Reckless Driving
f9e201e6,7/9/23,1:12,"New York, USA",45.705361,175.879144,Snow,Icy,2,5,Weather Conditions
6e972fd7,9/28/24,19:21,"Beijing, China",-3.931365,91.962544,Clear,Icy,4,6,Drunk Driving
afb06c68,3/4/24,19:56,"Tokyo, Japan",51.119776,76.599598,Rain,Dry,2,6,Weather Conditions
d7c404ca,11/14/24,23:30,"Berlin, Germany",-18.881779,57.184969,Hail,Snowy,5,8,Speeding
7ed263ea,12/10/24,0:00,"Berlin, Germany",-19.533316,98.348722,Rain,Dry,2,8,Mechanical Failure
4787005c,11/9/24,7:24,"London, UK",79.33768,149.427535,Clear,Wet,5,5,Reckless Driving
f11b60a7,9/27/23,1:08,"New York, USA",-35.70991,-168.833471,Fog,Wet,3,5,Weather Conditions
53872154,7/19/24,8:54,"London, UK",-5.764472,-28.912812,Snow,Snowy,2,1,Reckless Driving
e9497da7,1/12/23,9:46,"Paris, France",-56.978351,123.005802,Storm,Under Construction,5,10,Speeding
35dbb9dc,1/31/23,9:32,"New York, USA",58.767114,169.693268,Snow,Snowy,5,2,Drunk Driving
36fe8937,10/6/24,7:38,"Beijing, China",48.008452,134.611898,Hail,Dry,4,3,Weather Conditions
d7a69cc3,3/7/23,10:16,"Berlin, Germany",86.281666,110.894783,Storm,Under Construction,5,9,Weather Conditions
9089c1a2,11/11/24,1:09,"Sydney, Australia",-64.71139,-81.967501,Clear,Gravel,1,4,Mechanical Failure
8a3b90e6,4/19/23,9:54,"Tokyo, Japan",19.65235,178.627331,Snow,Icy,2,5,Weather Conditions
50d382ab,2/29/24,23:31,"Tokyo, Japan",25.654551,12.424438,Clear,Dry,1,2,Reckless Driving
9597dd66,6/26/24,11:29,"Tokyo, Japan",-88.007678,104.511219,Rain,Snowy,4,1,Reckless Driving
faf85266,8/23/24,0:37,"Paris, France",69.670403,28.802487,Rain,Gravel,1,8,Weather Conditions
0376ad79,7/30/23,23:44,"Beijing, China",58.306944,-8.817061,Rain,Snowy,3,7,Speeding
fcdadc7a,3/21/24,6:19,"New York, USA",82.533752,-92.981857,Fog,Gravel,3,10,Speeding
9f631078,1/26/24,0:59,"New York, USA",-74.826356,105.031724,Storm,Snowy,5,8,Speeding
50a0cf59,5/25/23,5:02,"Berlin, Germany",-8.873928,89.492325,Fog,Snowy,4,4,Reckless Driving
83af96fc,3/4/24,7:34,"Sydney, Australia",56.507664,88.344528,Fog,Snowy,2,4,Speeding
7085d0e6,3/1/23,17:40,"Paris, France",76.262167,-10.153635,Clear,Dry,3,10,Distracted Driving
6bf44e88,10/8/23,15:18,"Tokyo, Japan",52.523805,-166.833066,Hail,Snowy,4,3,Mechanical Failure
6f17eb4a,7/3/23,16:24,"New York, USA",-59.456918,49.030886,Hail,Snowy,1,1,Drunk Driving
d990e0c5,12/1/24,19:53,"Paris, France",-52.833459,-123.492463,Storm,Wet,1,8,Drunk Driving
9debca1d,1/15/23,16:22,"Toronto, Canada",19.426554,-37.224393,Snow,Wet,3,4,Speeding
90a6a183,2/22/24,0:45,"Toronto, Canada",6.010076,102.590906,Snow,Under Construction,1,9,Drunk Driving
298f0d1c,8/8/24,11:58,"Berlin, Germany",47.879951,44.323656,Hail,Snowy,3,4,Reckless Driving
e43d11c4,7/14/23,17:41,"Mumbai, India",-45.453123,-109.340865,Rain,Icy,4,10,Drunk Driving
09b3a437,5/7/24,19:07,"Sydney, Australia",36.200303,54.856525,Rain,Wet,1,2,Mechanical Failure
bc450779,3/14/23,6:12,"New York, USA",-69.070267,-138.070159,Clear,Under Construction,3,5,Reckless Driving
69372cd3,2/16/24,3:07,"Mumbai, India",76.540974,-44.062104,Storm,Under Construction,5,6,Reckless Driving
8a65d9f0,9/12/23,12:59,"London, UK",62.493376,-136.460526,Rain,Snowy,3,8,Speeding
a0d3a5c6,7/14/24,19:37,"New York, USA",-55.663116,-71.204343,Rain,Wet,5,10,Weather Conditions
5ce28387,1/13/24,3:50,"Berlin, Germany",-74.423981,59.159269,Clear,Icy,4,10,Speeding
e7b1df65,1/20/24,6:02,"Beijing, China",80.693651,-149.535159,Snow,Dry,3,7,Reckless Driving
76f4c837,11/2/23,4:34,"Tokyo, Japan",-68.219147,159.611957,Rain,Icy,5,8,Speeding
878500d6,10/29/23,3:57,"Paris, France",-43.820262,-110.740876,Fog,Snowy,4,8,Distracted Driving
e403af3c,6/4/23,11:28,"Tokyo, Japan",-8.141557,-98.602909,Rain,Snowy,4,1,Speeding
fb4dc1b4,9/25/23,9:45,"Beijing, China",-52.184006,12.727544,Clear,Wet,2,1,Speeding
065ccb4b,11/4/23,0:24,"Beijing, China",82.70141,69.52557,Rain,Icy,2,5,Speeding
e46e9dec,8/25/23,7:26,"Sydney, Australia",-29.828167,-138.395628,Hail,Under Construction,4,2,Mechanical Failure
fa76c6b6,4/9/24,15:00,"Mumbai, India",33.36938,-67.35253,Storm,Dry,2,1,Distracted Driving
0ea668f1,5/19/24,13:28,"London, UK",78.01643,-4.013209,Rain,Wet,3,3,Reckless Driving
170d784e,6/6/23,4:41,"Toronto, Canada",56.851385,172.473996,Hail,Gravel,2,9,Weather Conditions
b1974625,12/5/23,16:12,"Paris, France",52.97306,131.387799,Rain,Snowy,5,1,Speeding
b2e31f8d,4/22/23,16:17,"New York, USA",1.166673,-48.820839,Clear,Dry,3,5,Distracted Driving
b36c5d53,4/10/23,4:46,"Beijing, China",-29.496313,37.362758,Snow,Dry,3,5,Mechanical Failure
d21bbdf3,9/23/23,14:35,"Toronto, Canada",61.613939,-60.104829,Storm,Icy,1,7,Reckless Driving
b59ce931,6/9/24,20:13,"London, UK",84.213867,4.56869,Storm,Icy,1,5,Distracted Driving
fb73e11a,6/26/24,3:37,"Tokyo, Japan",69.474761,66.866831,Hail,Snowy,2,5,Speeding
8ce2aeff,3/19/23,17:00,"Paris, France",70.864587,-101.839094,Fog,Wet,4,0,Mechanical Failure
34cc7adb,7/22/23,1:01,"Berlin, Germany",-66.473909,76.66178,Storm,Gravel,2,10,Distracted Driving
0ca9bc79,6/15/24,10:17,"Paris, France",-13.689887,65.187431,Snow,Gravel,3,0,Distracted Driving
da13d0d5,2/4/23,6:58,"Toronto, Canada",54.300583,166.964721,Storm,Under Construction,5,6,Drunk Driving
882764be,8/24/23,0:43,"Beijing, China",-59.732018,-75.401477,Snow,Icy,4,0,Speeding
ed986657,3/26/24,16:12,"London, UK",-65.617612,-132.332881,Clear,Under Construction,5,7,Weather Conditions
8838aea5,12/15/23,4:19,"Toronto, Canada",48.547266,-103.187991,Snow,Wet,5,5,Distracted Driving
81fbb0db,7/24/23,15:07,"Paris, France",-32.836759,59.862817,Rain,Dry,4,10,Weather Conditions
b79e186c,6/26/23,16:21,"Beijing, China",35.933026,13.298587,Fog,Under Construction,2,8,Distracted Driving
fb27b092,12/10/24,4:16,"Paris, France",55.599348,-124.035071,Clear,Gravel,5,2,Drunk Driving
f3406137,3/11/24,1:52,"Toronto, Canada",81.658855,13.115184,Clear,Gravel,5,6,Weather Conditions
d184a6c3,9/17/23,10:14,"New York, USA",-63.627808,155.064772,Hail,Dry,5,10,Distracted Driving
761f1c67,2/4/23,21:42,"Mumbai, India",1.04898,-77.539962,Rain,Dry,1,5,Mechanical Failure
6493ec63,11/8/24,9:03,"London, UK",6.708765,145.359918,Rain,Dry,5,8,Drunk Driving
bb68f667,11/9/23,7:01,"Berlin, Germany",-31.797522,78.498359,Snow,Wet,1,1,Distracted Driving
52a0cba0,10/5/23,3:45,"Mumbai, India",-82.795639,-13.365553,Hail,Snowy,5,0,Mechanical Failure
70a48759,11/16/24,20:58,"Toronto, Canada",37.396773,-74.879578,Clear,Icy,4,10,Reckless Driving
c9ab9822,6/23/23,7:51,"Paris, France",25.379498,2.837623,Clear,Under Construction,2,7,Drunk Driving
e71bedd6,9/22/23,9:03,"Mumbai, India",-76.340301,96.942478,Hail,Icy,4,9,Distracted Driving
997b199a,12/20/24,9:26,"Paris, France",40.635394,120.474166,Hail,Snowy,1,0,Distracted Driving
62dc3bed,9/28/23,9:10,"Sydney, Australia",56.576382,-85.592321,Fog,Gravel,2,6,Weather Conditions
e852ae9e,12/23/23,2:44,"Sydney, Australia",12.812934,-138.065807,Clear,Under Construction,4,0,Distracted Driving
372c1ab4,2/19/23,19:07,"Beijing, China",-89.171383,57.548977,Rain,Dry,2,7,Mechanical Failure
32ce3eac,11/15/24,5:20,"Mumbai, India",26.750331,153.532933,Rain,Under Construction,1,4,Weather Conditions
ce8d91a5,11/29/24,20:22,"New York, USA",65.681136,-30.311329,Clear,Snowy,4,3,Mechanical Failure
36e7ea38,9/10/23,13:56,"London, UK",71.142489,-134.614894,Rain,Under Construction,4,10,Reckless Driving
5644edc1,9/9/23,7:25,"Sydney, Australia",-82.726376,99.007818,Storm,Icy,5,1,Weather Conditions
8796b973,11/21/24,10:46,"Berlin, Germany",34.886345,-6.276588,Fog,Icy,4,7,Reckless Driving
5353485f,10/16/24,0:14,"Mumbai, India",50.230833,-98.441739,Snow,Dry,1,1,Reckless Driving
d78698d6,9/21/24,4:03,"New York, USA",40.972909,111.589343,Rain,Gravel,5,9,Mechanical Failure
d1e9c469,9/17/23,19:15,"New York, USA",32.776025,169.89716,Snow,Snowy,5,8,Drunk Driving
12af0c0a,8/27/24,15:57,"Tokyo, Japan",22.817176,81.049571,Clear,Gravel,5,10,Distracted Driving
7dd2b121,4/13/24,22:38,"Berlin, Germany",-43.21211,-124.332511,Storm,Icy,1,8,Drunk Driving
8d6000a1,2/3/23,7:13,"Toronto, Canada",-23.392256,-61.772611,Rain,Gravel,3,6,Distracted Driving
044026ce,1/24/23,9:13,"Paris, France",-34.663629,-125.10922,Snow,Under Construction,3,8,Weather Conditions
c99df3c3,7/28/23,0:27,"Beijing, China",-86.740329,-60.139904,Storm,Under Construction,5,10,Drunk Driving
1c44720a,4/26/24,7:18,"Berlin, Germany",28.556164,75.539875,Fog,Icy,4,8,Speeding
a029c454,6/18/24,13:40,"Paris, France",-80.531461,-34.480842,Hail,Gravel,1,6,Mechanical Failure
0f5e3d8d,6/30/23,6:47,"London, UK",-18.145394,72.809755,Clear,Dry,1,8,Mechanical Failure
ec33c8e0,2/16/24,2:31,"Mumbai, India",-26.671801,123.08574,Snow,Gravel,4,6,Reckless Driving
84f1f5bf,3/21/24,18:50,"Toronto, Canada",-65.766846,-77.185185,Rain,Icy,1,6,Weather Conditions
778d9153,10/9/24,10:40,"New York, USA",43.164882,-98.147967,Storm,Dry,1,5,Mechanical Failure
1339817b,4/4/23,0:14,"Tokyo, Japan",4.108154,-85.629616,Fog,Gravel,2,6,Mechanical Failure
574ef2ea,5/9/24,0:57,"Mumbai, India",-77.087337,-110.705795,Hail,Wet,1,1,Reckless Driving
864d58bc,6/22/24,12:55,"Toronto, Canada",-74.882922,-39.706463,Fog,Dry,4,7,Drunk Driving
81485f76,9/16/23,16:28,"Paris, France",-40.098143,-8.957578,Rain,Icy,3,8,Mechanical Failure
15f1c003,10/20/24,17:35,"London, UK",-55.366702,127.093115,Storm,Wet,4,4,Weather Conditions
7aad2a61,7/22/24,14:02,"Berlin, Germany",-83.16169,-23.541594,Snow,Wet,1,1,Mechanical Failure
b4cd2e74,1/7/23,21:14,"Toronto, Canada",7.335088,84.674665,Snow,Wet,4,0,Drunk Driving
d0cc2b26,5/31/23,18:24,"Sydney, Australia",-65.053275,158.791215,Clear,Wet,1,8,Weather Conditions
fc2d6833,3/15/24,9:22,"Mumbai, India",70.737606,-99.455088,Hail,Gravel,2,2,Mechanical Failure
5539fe79,6/30/24,16:28,"Beijing, China",39.630029,-22.329965,Clear,Under Construction,2,9,Distracted Driving
